Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:17:27:23.049,61,0.0253527053,0.1250053942,0.0569156632,0.0000000000,0.0000000000,0.0547865182,0.0000000000,0.0256287958,0.1250720769,0.0565624386,0.0000000000,0.0000000000,0.0547955818,0.0000000000,0.0765313879,0.0000000000,0.0086981291,0.0682722107,0.0730938688,0.1471628249,0.1328997612,0.0000000000,0.0067158956,0.0000000000,0.0000000000,0.2867345810,0.2805188596,0.0202979408,0.0206941683,0.0950735286,0.0971418396,0.1113126501,0.0283830073,0.3725062609,0.2621154487,0.0564625300,0.0603130832,0.0569114797,0.0524451286,0.0415774398,0.0446081012,0.0000000000,0.0000000000,0.0769303367,0.0343229957,0.0342302956,0.0520312786,0.0700227916,0.0747688264,0.1139798835,0.1204201356,0.0000002924,-0.0098413378,-0.0151987541,0.0128991343,-0.0344511941,0.0764476359,-0.0026383272,0.0346664488,0.0764074475,0.0026534032
19:17:27:24.049,61,0.0258378014,0.1271573007,0.0565614812,0.0000000000,0.0000000000,0.0545397550,0.0000000000,0.0261063129,0.1272222251,0.0568455607,0.0000000000,0.0000000000,0.0545484237,0.0000000000,0.0758520365,0.0000000000,0.0086084008,0.0672209561,0.0718739852,0.1513514519,0.1320168376,0.0000000000,0.0061476473,0.0000000000,0.0000000000,0.2930097878,0.2862283885,0.0202165395,0.0205830578,0.0945339203,0.0966972411,0.1111278310,0.0280289054,0.3760797381,0.2668030858,0.0566598661,0.0605633855,0.0559439622,0.0515202284,0.0412092581,0.0441776663,0.0000000000,0.0000000000,0.0769303516,0.0378207713,0.0377391689,0.0521429069,0.0692340434,0.0737914294,0.1127675474,0.1189749017,0.0000003484,-0.0115649691,-0.0123935491,0.0120479530,-0.0346201248,0.0777623281,-0.0026970361,0.0344472229,0.0777221769,0.0026821804
19:17:27:25.049,61,0.0257384367,0.1268737465,0.0578114800,0.0000000000,0.0000000000,0.0541963503,0.0000000000,0.0260025561,0.1269455552,0.0554903969,0.0000000000,0.0000000000,0.0542045720,0.0000000000,0.0770997852,0.0000000000,0.0085944766,0.0664552376,0.0710553154,0.1531078964,0.1317137033,0.0000000000,0.0057842094,0.0000000000,0.0000000000,0.3048290014,0.2956573963,0.0201000217,0.0204441119,0.0943034291,0.0966835916,0.1110397726,0.0276814494,0.3783260882,0.2692166567,0.0569605492,0.0609141849,0.0552149750,0.0508089624,0.0407906473,0.0437044017,0.0000000000,0.0000000000,0.0771628395,0.0407241508,0.0406438485,0.0523600020,0.0685123652,0.0729415193,0.1118690893,0.1179192960,0.0000002942,-0.0133188479,-0.0087979781,0.0109490687,-0.0337952450,0.0775910094,-0.0026269765,0.0352089703,0.0775509477,0.0027354034
19:17:27:26.050,61,0.0260271262,0.1301450431,0.0584892593,0.0000000000,0.0000000000,0.0538569838,0.0000000000,0.0262877513,0.1302207559,0.0547839850,0.0000000000,0.0000000000,0.0538647845,0.0000000000,0.0774911642,0.0000000000,0.0085383505,0.0660517141,0.0707897693,0.1539946496,0.1316050440,0.0000000000,0.0055456171,0.0000000000,0.0000000000,0.3078251183,0.2967869341,0.0199816097,0.0203147791,0.0944963321,0.0975025818,0.1103757918,0.0273064636,0.3661308289,0.2621758580,0.0568802059,0.0608529486,0.0548298210,0.0503901541,0.0404496491,0.0433322154,0.0000000000,0.0000000000,0.0773490146,0.0424298458,0.0423481539,0.0522278175,0.0678472370,0.0722086877,0.1111887544,0.1171860099,0.0000003152,-0.0160712786,-0.0059962585,0.0097264703,-0.0333597623,0.0795916989,-0.0026602822,0.0356161557,0.0795516446,0.0028387085
19:17:27:27.050,61,0.0263963062,0.1309416741,0.0589832328,0.0000000000,0.0000000000,0.0535819083,0.0000000000,0.0266502425,0.1310200393,0.0543755777,0.0000000000,0.0000000000,0.0535894856,0.0000000000,0.0801349655,0.0000000000,0.0083499672,0.0662867650,0.0719610453,0.1630868465,0.1623692960,0.0000000000,0.0051549883,0.0000000000,0.0000000000,0.3098707199,0.2985944152,0.0198661927,0.0201779492,0.0949260071,0.0985492393,0.1102661788,0.0270921346,0.3630693555,0.2585940957,0.0569163561,0.0609075390,0.0547706671,0.0502441190,0.0402015224,0.0430224203,0.0000000000,0.0000000000,0.0785472617,0.0434845909,0.0434036255,0.0524608493,0.0675052181,0.0718153492,0.1108808741,0.1167931408,0.0000002565,-0.0184047464,-0.0016636762,0.0092142029,-0.0331097804,0.0800795630,-0.0026566074,0.0359155647,0.0800394490,0.0028801891
19:17:27:28.050,61,0.0285800695,0.1339696944,0.0586439073,0.0000000000,0.0000000000,0.0532735027,0.0000000000,0.0287862998,0.1340464205,0.0546917357,0.0000000000,0.0000000000,0.0532807931,0.0000000000,0.0827926695,0.0000000000,0.0082146684,0.0677272975,0.0763329566,0.1855322868,0.1703399271,0.0000000000,0.0048145512,0.0000000000,0.0000000000,0.3211580813,0.3161316812,0.0197424907,0.0200391430,0.0996360034,0.1072214395,0.1099417433,0.0268556811,0.3575871289,0.2485488355,0.0566731393,0.0606449656,0.0551647469,0.0504934080,0.0400009044,0.0427462868,0.0000000000,0.0000000000,0.0793706700,0.0445891805,0.0445105359,0.0524173491,0.0671544299,0.0714192316,0.1105368137,0.1163431630,0.0000002274,-0.0210052580,0.0026090667,0.0078188395,-0.0332973041,0.0819298103,-0.0027336502,0.0357035808,0.0818897486,0.0029296794
19:17:27:29.050,61,0.0331119634,0.1415105611,0.0578386337,0.0000000000,0.0000000000,0.0525637791,0.0000000000,0.0332918577,0.1415826678,0.0556249507,0.0000000000,0.0000000000,0.0525702760,0.0000000000,0.0900626630,0.0000000000,0.0080431513,0.0719519407,0.0822658688,0.2000703961,0.1749615669,0.0000000000,0.0046872403,0.0000000000,0.0000000000,0.3441749215,0.3332786858,0.0196458399,0.0199366361,0.1046125293,0.1137089431,0.1100844070,0.0267207734,0.3554072380,0.2444179356,0.0565223843,0.0604967587,0.0563680455,0.0510078073,0.0398580655,0.0425583832,0.0000000000,0.0000000000,0.0810259804,0.0479432084,0.0478533357,0.0523443669,0.0669893622,0.0712553635,0.1107665375,0.1165599227,0.0000002307,-0.0247353632,0.0079352967,0.0066818791,-0.0338522978,0.0865376443,-0.0029362636,0.0351996310,0.0864975974,0.0030516600
19:17:28:00.050,61,0.0359854735,0.1445846260,0.0604265034,0.0000000000,0.0000000000,0.0520896427,0.0000000000,0.0361748487,0.1446724534,0.0531079546,0.0000000000,0.0000000000,0.0520957634,0.0000000000,0.0926278308,0.0000000000,0.0077675106,0.0741780773,0.0848150477,0.2072378546,0.1829742938,0.0000000000,0.0046770275,0.0000000000,0.0000000000,0.3513386846,0.3393386900,0.0195530448,0.0198443346,0.1065554544,0.1162642315,0.1103578582,0.0267231502,0.3511291742,0.2373813838,0.0565295629,0.0605136082,0.0570880920,0.0514586456,0.0395948961,0.0422608666,0.0000000000,0.0000000000,0.0817873776,0.0481742807,0.0480816737,0.0526219346,0.0669878200,0.0713140666,0.1109715775,0.1168240607,0.0000001695,-0.0277454704,0.0153726498,0.0072393771,-0.0323151499,0.0884216651,-0.0028643231,0.0367685072,0.0883816183,0.0032574022
19:17:28:01.050,61,0.0408667140,0.1520929784,0.0615261197,0.0000000000,0.0000000000,0.0514496118,0.0000000000,0.0410120413,0.1521887332,0.0520813912,0.0000000000,0.0000000000,0.0514554158,0.0000000000,0.0977294594,0.0000000000,0.0074955323,0.0756545067,0.0864504874,0.2144035399,0.1869448274,0.0000000000,0.0045205448,0.0000000000,0.0000000000,0.3688841760,0.3594506085,0.0194745399,0.0197668448,0.1076755896,0.1176139191,0.1107480004,0.0268419683,0.3485750258,0.2328893393,0.0567569584,0.0607528277,0.0579430796,0.0520421565,0.0392737649,0.0418979861,0.0000000000,0.0000000000,0.0819779038,0.0484994836,0.0484055616,0.0529989898,0.0670710951,0.0715085492,0.1130989641,0.1203349978,0.0000001015,-0.0290244855,0.0189207755,0.0091804964,-0.0316772833,0.0930136144,-0.0029544423,0.0374219939,0.0929735973,0.0034884890
19:17:28:02.050,61,0.0453484394,0.1556162834,0.0625187755,0.0000000000,0.0000000000,0.0508468524,0.0000000000,0.0454598852,0.1557193100,0.0510316119,0.0000000000,0.0000000000,0.0508523397,0.0000000000,0.1006263867,0.0000000000,0.0073849899,0.0782663673,0.0898965225,0.2329177856,0.1982041597,0.0000000000,0.0040787868,0.0000000000,0.0000000000,0.3739100397,0.3650670350,0.0194368046,0.0197182819,0.1084542051,0.1184019297,0.1112440526,0.0270478725,0.3471035361,0.2304125279,0.0571288243,0.0611244924,0.0596365780,0.0530528501,0.0391483456,0.0417055897,0.0000000000,0.0000000000,0.0824242458,0.0485594384,0.0484656207,0.0534793958,0.0677813590,0.0726180375,0.1172795296,0.1245738864,0.0000000585,-0.0278252456,0.0233504679,0.0118091106,-0.0310324654,0.0951694846,-0.0029618081,0.0380180441,0.0951295272,0.0036266984
19:17:28:03.050,61,0.0488680080,0.1638115346,0.0630305484,0.0000000000,0.0000000000,0.0502199344,0.0000000000,0.0489534177,0.1639198065,0.0505786836,0.0000000000,0.0000000000,0.0502252430,0.0000000000,0.1016503945,0.0000000000,0.0071071633,0.0800277889,0.0923527405,0.2384746075,0.2019804865,0.0000000000,0.0036220681,0.0000000000,0.0000000000,0.3249457777,0.3151803315,0.0194458701,0.0197221506,0.1090032309,0.1187921539,0.1116116717,0.0272380654,0.3408677280,0.2241432518,0.0573600531,0.0613543838,0.0607960150,0.0538414642,0.0390720405,0.0415820479,0.0000000000,0.0000000000,0.0826934725,0.0484646037,0.0483713448,0.0539454408,0.0683710128,0.0733851492,0.1189512163,0.1263853163,0.0000000288,-0.0253016669,0.0255126990,0.0138214482,-0.0307419505,0.1001804098,-0.0030895888,0.0383104645,0.1001405045,0.0038483448
19:17:28:04.051,61,0.0518304259,0.1739188135,0.0636026636,0.0000000000,0.0000000000,0.0491944775,0.0000000000,0.0518982336,0.1740335971,0.0500497259,0.0000000000,0.0000000000,0.0491992608,0.0000000000,0.1019108742,0.0000000000,0.0068828659,0.0809746012,0.0935708284,0.2413042933,0.2040896118,0.0000000000,0.0032729434,0.0000000000,0.0000000000,0.3188215196,0.3117628992,0.0194150098,0.0196864177,0.1093532220,0.1189919934,0.1116653755,0.0273276661,0.3378879428,0.2213606834,0.0575043485,0.0614816621,0.0615954697,0.0544524007,0.0389831290,0.0414457470,0.0000000000,0.0000000000,0.0830326006,0.0488790050,0.0487869382,0.0542915650,0.0686211735,0.0737376139,0.1199504733,0.1274960339,0.0000000249,-0.0230642408,0.0273324586,0.0147701530,-0.0304009747,0.1063604131,-0.0032451970,0.0386334807,0.1063205823,0.0041220332
19:17:28:05.051,61,0.0546282418,0.1750656068,0.0682799593,0.0000000000,0.0000000000,0.0485413447,0.0000000000,0.0547168590,0.1752153337,0.0453175977,0.0000000000,0.0000000000,0.0485457852,0.0000000000,0.1024482548,0.0000000000,0.0068808375,0.0815722793,0.0942790434,0.2429144531,0.2051973045,0.0000000000,0.0031745227,0.0000000000,0.0000000000,0.3983067572,0.3934115767,0.0192657914,0.0195347648,0.1098165065,0.1195016652,0.1115008891,0.0272873826,0.3363545537,0.2200037092,0.0575087182,0.0614485741,0.0622153468,0.0549493283,0.0387739278,0.0411792025,0.0000000000,0.0000000000,0.0853132010,0.0540600941,0.0539579280,0.0543425567,0.0686542243,0.0737852603,0.1200535595,0.1276179552,0.0000000152,-0.0203325190,0.0320685543,0.0145745091,-0.0275244918,0.1070736870,-0.0029580810,0.0414714441,0.1070339009,0.0044545722
19:17:28:06.051,61,0.0559487827,0.1797998995,0.0756011382,0.0000000000,0.0000000000,0.0480407029,0.0000000000,0.0560423024,0.1800070107,0.0380978845,0.0000000000,0.0000000000,0.0480448380,0.0000000000,0.1039262861,0.0000000000,0.0068472293,0.0829962268,0.0961486921,0.2450807542,0.2058158815,0.0000000000,0.0031015167,0.0000000000,0.0000000000,0.4179047346,0.4136879146,0.0191029180,0.0193703901,0.1121331975,0.1230885237,0.1113732457,0.0271915272,0.3355029821,0.2193700075,0.0572704636,0.0611473098,0.0629220754,0.0555382222,0.0387465954,0.0410847925,0.0000000000,0.0000000000,0.0963660926,0.0618981086,0.0618209541,0.0539337657,0.0689167455,0.0739820972,0.1201945692,0.1277132332,0.0000000163,-0.0173678156,0.0363777429,0.0135965608,-0.0231320895,0.1099895686,-0.0025543652,0.0459036380,0.1099498048,0.0050657094
19:17:28:07.051,61,0.0589003749,0.1971600056,0.0847409740,0.0000000000,0.0000000000,0.0474203601,0.0000000000,0.0589745343,0.1974556446,0.0292858295,0.0000000000,0.0000000000,0.0474241972,0.0000000000,0.1079892218,0.0000000000,0.0068613486,0.0860767588,0.0997610539,0.2496029884,0.2065072060,0.0000000000,0.0031648942,0.0000000000,0.0000000000,0.4278852940,0.4240362644,0.0189663637,0.0192366559,0.1148825362,0.1277134418,0.1113375202,0.0271012653,0.3350870907,0.2190229148,0.0569882169,0.0607827343,0.0638106167,0.0562092960,0.0387727804,0.0410447903,0.0000000000,0.0000000000,0.1040854231,0.0660530478,0.0659915060,0.0533489734,0.0692033917,0.0741310045,0.1203342229,0.1277679354,0.0000000163,-0.0134189632,0.0412671939,0.0097641256,-0.0177597031,0.1206379160,-0.0021528315,0.0513900071,0.1205981895,0.0062249424
19:17:28:08.051,61,0.0643753931,0.2282767594,0.0955247805,0.0000000000,0.0000000000,0.0458847806,0.0000000000,0.0643865168,0.2287104279,0.0190399010,0.0000000000,0.0000000000,0.0458878875,0.0000000000,0.1093664393,0.0000000000,0.0067303455,0.0887351632,0.1043616533,0.2571542561,0.2114916891,0.0000000000,0.0025736168,0.0000000000,0.0000000000,0.3857727945,0.4000211656,0.0188987292,0.0191667601,0.1181632131,0.1308906525,0.1110584587,0.0270132478,0.3333749771,0.2167595029,0.0566140227,0.0602756478,0.0663345009,0.0576141030,0.0389313735,0.0410484411,0.0000000000,0.0000000000,0.1205340177,0.0877381936,0.0877522305,0.0527153388,0.0693228170,0.0740373209,0.1204492077,0.1277540624,0.0000000125,-0.0091979047,0.0485798009,0.0043662013,-0.0115174819,0.1397205889,-0.0016197463,0.0577857196,0.1396810412,0.0081197768
19:17:28:09.051,61,0.0663892999,0.2616032064,0.1074021161,0.0000000000,0.0000000000,0.0423554853,0.0000000000,0.0663730055,0.2622192502,0.0075293025,0.0000000000,0.0000000000,0.0423577316,0.0000000000,0.0884619355,0.0000000000,0.0065385560,0.0839773789,0.0955521092,0.1799130887,0.2102699429,0.0000000000,0.0009507618,0.0000000000,0.0000000000,0.2881442606,0.3062070608,0.0186933074,0.0189504791,0.1081264094,0.1148764193,0.0944820717,0.0267585535,0.2792092860,0.1823685318,0.0558227263,0.0587365441,0.0624276176,0.0549791828,0.0385491513,0.0403484516,0.0000000000,0.0000000000,0.1252254099,0.0940949023,0.0941340104,0.0523596369,0.0647164285,0.0665409192,0.0979652703,0.1018723175,0.0000000147,-0.0019326073,0.0641188398,-0.0008822165,-0.0045405100,0.1601823419,-0.0007335919,0.0647710934,0.1601430029,0.0104545346
19:17:28:10.051,61,0.0715053678,0.2964557707,0.1170353442,0.0000000000,0.0000000000,0.0373468250,0.0000000000,0.0712529719,0.2972617149,0.0000000000,0.0023052918,0.0000000000,0.0373482630,0.0000000000,0.0769401863,0.0000000000,0.0065554106,0.0747001916,0.0830105543,0.1576376706,0.2100949883,0.0000052319,0.0000000000,0.0000000000,0.0000000000,0.2553260922,0.2781814635,0.0183516163,0.0185956620,0.0960812345,0.1041496620,0.0772717744,0.0263010915,0.2647200823,0.1728631258,0.0545494147,0.0568226278,0.0524438918,0.0472905338,0.0373762175,0.0386047438,0.0000000000,0.0000000000,0.1125684232,0.0972099826,0.0972643495,0.0521142222,0.0517793149,0.0518939495,0.0863245279,0.0910591036,0.0000000139,0.0084518837,0.0867336020,-0.0048218323,0.0013850692,0.1815870404,0.0002543119,0.0703217685,0.1815482229,0.0128975781
19:17:28:11.052,61,0.0878891274,0.3156057000,0.1282894611,0.0000000000,0.0000000000,0.0334350690,0.0000000000,0.0872955769,0.3166062236,0.0000000000,0.0133783594,0.0000000000,0.0334359296,0.0000000000,0.0689912438,0.0000000000,0.0067434041,0.0716271326,0.0790075287,0.1470488757,0.2070235312,0.0008759357,0.0000000000,0.0000000000,0.0000000000,0.1700786799,0.1978335530,0.0180826820,0.0183192529,0.0920700580,0.1001895443,0.0699635297,0.0258524977,0.2452889383,0.1567867547,0.0523569211,0.0540150702,0.0492840856,0.0447260886,0.0365812592,0.0375517495,0.0000000000,0.0000000000,0.1093853042,0.0994117931,0.0995167345,0.0515480638,0.0476548411,0.0471177734,0.0814807713,0.0863032192,0.0000000148,0.0201036762,0.1182308495,-0.0031892313,0.0080200033,0.1934100538,0.0015707664,0.0769127607,0.1933714300,0.0150449416
19:17:28:12.052,61,0.0942315906,0.3211535811,0.1395820081,0.0000000000,0.0000000000,0.0309829302,0.0000000000,0.0936376378,0.3223214746,0.0000000000,0.0248373728,0.0000000000,0.0309834611,0.0000000000,0.0660925657,0.0000000000,0.0073152957,0.0707762688,0.0803342685,0.1920138150,0.2082845718,0.0016271824,0.0000000000,0.0000000000,0.0000000000,0.1894670874,0.2198016942,0.0179454256,0.0181706045,0.0912477002,0.1023109481,0.0667551681,0.0255886856,0.2387987673,0.1512776613,0.0513159744,0.0527232438,0.0480514839,0.0436668433,0.0361585058,0.0369744487,0.0000000000,0.0000000000,0.1081827357,0.1006638557,0.1007894352,0.0509825908,0.0456651077,0.0447517112,0.0842650905,0.0923438370,0.0000000128,0.0303177536,0.1356446147,0.0007917894,0.0148791168,0.1969170570,0.0029683018,0.0836263821,0.1968785673,0.0166593418
19:17:28:13.052,61,0.1031645760,0.3168836832,0.1550241262,0.0000000000,0.0000000000,0.0298156459,0.0000000000,0.1028633490,0.3182447255,0.0000000000,0.0400475077,0.0000000000,0.0298160240,0.0000000000,0.0816190988,0.0000000000,0.0120781669,0.1181898490,0.1474718004,0.4142702222,0.2710610926,0.0021993665,0.0000000000,0.0000000000,0.0000000000,0.1880770922,0.2190753967,0.0182663370,0.0184598211,0.1404670179,0.1573812515,0.0670512393,0.0258058123,0.2674170732,0.1546792984,0.0510487705,0.0522706173,0.1027662754,0.0933555886,0.0448412746,0.0451361947,0.0000000000,0.0000000000,0.1311050355,0.1016544253,0.1017871872,0.0507448390,0.0560134202,0.0522720702,0.1355851144,0.1483219564,0.0000000087,0.0393117890,0.1451856643,-0.0005167596,0.0240027178,0.1944614053,0.0047268523,0.0929250196,0.1944227368,0.0182695184
19:17:28:14.052,61,0.1066059694,0.3027276099,0.1670477837,0.0000000000,0.0000000000,0.0292678289,0.0000000000,0.1063814983,0.3041871488,0.0000000000,0.0521647371,0.0000000000,0.0292680468,0.0000000000,0.0855103806,0.0000000000,0.0260218028,0.1293138564,0.1642621607,0.5279261470,0.2870147824,0.0023468523,0.0000000000,0.0000000000,0.0000000000,0.2214868665,0.2459069192,0.0187224094,0.0188559424,0.1534847021,0.1744220555,0.0667739883,0.0260704402,0.2738514245,0.1578192562,0.0510715395,0.0521164648,0.1174474135,0.1075140908,0.0501946546,0.0504493155,0.0000000000,0.0000000000,0.1699289232,0.1331545711,0.1332352757,0.0505493060,0.0641351715,0.0578502789,0.1462525874,0.1579853892,0.0000000071,0.0473767258,0.1447213888,-0.0033322263,0.0313168950,0.1859096140,0.0058890972,0.1002979279,0.1858707070,0.0188263115
19:17:28:15.052,61,0.1181032062,0.2890040874,0.1707632095,0.0000000000,0.0000000000,0.0292257983,0.0000000000,0.1181068420,0.2904487550,0.0000000000,0.0559125841,0.0000000000,0.0292257257,0.0000000000,0.0874465555,0.0000000000,0.0349495672,0.1353441626,0.1721715629,0.5513403416,0.2802431881,0.0018574104,0.0000000000,0.0000000000,0.0000000000,0.2299893498,0.2519715428,0.0193050150,0.0193990972,0.1603519917,0.1829526424,0.0654003248,0.0264200140,0.2289101779,0.1583207250,0.0507205762,0.0516501106,0.1700031757,0.1610663980,0.0635399669,0.0684290677,0.0000000000,0.0000000000,0.1812399775,0.1450993121,0.1451377422,0.0478752293,0.0675435737,0.0606486499,0.1450376958,0.1575611830,0.0000000056,0.0579403751,0.1351780891,-0.0076011075,0.0336186662,0.1775264740,0.0060304906,0.1026861668,0.1774873435,0.0183848944
19:17:28:16.052,61,0.1218646020,0.2781107128,0.1747279763,0.0000000000,0.0000000000,0.0294803008,0.0000000000,0.1219391227,0.2795510292,0.0000000000,0.0600918271,0.0000000000,0.0294800308,0.0000000000,0.0885995999,0.0000000000,0.0392419621,0.1400541663,0.1596711725,0.5449068546,0.2291631699,0.0012493990,0.0000000000,0.0000000000,0.0000000000,0.2342144698,0.2459339499,0.0202563927,0.0203992222,0.1653547287,0.1897391230,0.0623124391,0.0266974755,0.2141117603,0.1575804800,0.0498455875,0.0505461842,0.2015668899,0.1907316893,0.0815672800,0.0887827799,0.0000000000,0.0000000000,0.1809059530,0.1503115445,0.1503331065,0.0428547636,0.0695614666,0.0627735332,0.1425470263,0.1562187970,0.0000000078,0.0663899332,0.1164675727,-0.0098901270,0.0361738466,0.1708808988,0.0062408540,0.1051929221,0.1708417535,0.0181128196
19:17:28:17.052,61,0.1238568053,0.2748934925,0.1777096540,0.0000000000,0.0000000000,0.0297516081,0.0000000000,0.1239636242,0.2763534188,0.0000000000,0.0630566031,0.0000000000,0.0297511257,0.0000000000,0.0894270539,0.0000000000,0.0414676443,0.1424210221,0.1571124345,0.5458100438,0.2202618420,0.0006252113,0.0000000000,0.0000000000,0.0000000000,0.2364185005,0.2444361448,0.0209645722,0.0211113412,0.1677620411,0.1926367432,0.0609254390,0.0269404855,0.2077094913,0.1573339403,0.0491858311,0.0498068109,0.2129961252,0.2017970234,0.0876821354,0.0957598761,0.0000000000,0.0000000000,0.1818485856,0.1532601565,0.1532729864,0.0403988101,0.0709543824,0.0644164011,0.1387534291,0.1531980634,0.0000000074,0.0724252164,0.1040786952,-0.0104291635,0.0379712582,0.1689376831,0.0064748600,0.1070238054,0.1688984782,0.0182131939
19:17:28:18.053,61,0.1251865774,0.2757292092,0.1804033667,0.0000000000,0.0000000000,0.0300787855,0.0000000000,0.1253071278,0.2772240341,0.0000000000,0.0658547357,0.0000000000,0.0300781503,0.0000000000,0.0899812952,0.0000000000,0.0425158404,0.1438536942,0.1624327898,0.5469835401,0.2713442147,0.0000000000,0.0000056694,0.0000000000,0.0000000000,0.2376322448,0.2439543009,0.0214937627,0.0216137525,0.1688029617,0.1937619746,0.0603804663,0.0272680093,0.2206082791,0.1573490798,0.0487149656,0.0492967516,0.1684147567,0.1575306803,0.0896588787,0.0967113748,0.0000000000,0.0000000000,0.1798863113,0.1588425040,0.1588470340,0.0391584449,0.0718771070,0.0654122531,0.1375099570,0.1522580087,0.0000000079,0.0769999921,0.0979162827,-0.0101587232,0.0396526046,0.1694810241,0.0067835762,0.1086364314,0.1694418639,0.0185471065
19:17:28:19.053,61,0.1251620352,0.2803531885,0.1840527952,0.0000000000,0.0000000000,0.0301675610,0.0000000000,0.1252454966,0.2819154859,0.0000000000,0.0693575069,0.0000000000,0.0301668216,0.0000000000,0.0899775103,0.0000000000,0.0429662839,0.1449976265,0.1730739474,0.5956497788,0.2952249348,0.0000000000,0.0001029049,0.0000000000,0.0000000000,0.2379111499,0.2444908917,0.0218892954,0.0219521690,0.1691865772,0.1940098256,0.0599608794,0.0275208075,0.2315864265,0.1578173041,0.0483058766,0.0488228872,0.1580938101,0.1472316533,0.0904860720,0.0958181247,0.0000000000,0.0000000000,0.1819776893,0.1779059619,0.1780360192,0.0384713970,0.0725420862,0.0660878420,0.1368793696,0.1516570300,0.0000000066,0.0795418546,0.0957113281,-0.0096554859,0.0417410135,0.1723640114,0.0072645182,0.1107799038,0.1723248512,0.0192395803
19:17:28:20.053,61,0.1235579923,0.2849896848,0.1829684675,0.0000000000,0.0000000000,0.0300401300,0.0000000000,0.1235547885,0.2865635157,0.0000000000,0.0681425557,0.0000000000,0.0300393812,0.0000000000,0.0895974413,0.0000000000,0.0428270996,0.1458522230,0.1804445237,0.6062715650,0.3560440540,0.0011008976,0.0000000000,0.0000000000,0.0000000000,0.2359816730,0.2460021377,0.0221591573,0.0221466925,0.1645810157,0.1819567978,0.0598076843,0.0278056245,0.2481026649,0.1586496532,0.0481027365,0.0485208333,0.1445580423,0.1351002902,0.0872131959,0.0878755450,0.0000000000,0.0000000000,0.1822847575,0.1834635884,0.1836362630,0.0385834686,0.0729215071,0.0664507821,0.1367436945,0.1513933986,0.0000000040,0.0820728913,0.0979656726,-0.0083513055,0.0409894101,0.1752003729,0.0072535928,0.1100727320,0.1751612425,0.0194383487
19:17:28:21.053,61,0.1210301593,0.2874382734,0.1874257624,0.0000000000,0.0000000000,0.0299102832,0.0000000000,0.1209665537,0.2890788615,0.0000000000,0.0726034269,0.0000000000,0.0299095586,0.0000000000,0.0876776427,0.0000000000,0.0420045406,0.1459498107,0.1831282824,0.6010792851,0.3768220842,0.0036974519,0.0000000000,0.0000000000,0.0000000000,0.2350300699,0.2483947277,0.0223269854,0.0222316179,0.1531287134,0.1661060154,0.0596781559,0.0280745868,0.2661209404,0.1649102867,0.0481591374,0.0484565794,0.1323689222,0.1245372444,0.0851667300,0.0838630870,0.0000000000,0.0000000000,0.1824496537,0.1866989881,0.1869029105,0.0426909588,0.0734400749,0.0669396445,0.1482814848,0.1604350507,0.0000000036,0.0830344483,0.1022591367,-0.0073671550,0.0436607599,0.1767584383,0.0077961637,0.1127239317,0.1767193228,0.0200851876
19:17:28:22.053,61,0.1200712323,0.2886976898,0.1865936667,0.0000000000,0.0000000000,0.0297784135,0.0000000000,0.1199840233,0.2903345823,0.0000000000,0.0717833415,0.0000000000,0.0297777187,0.0000000000,0.0865311250,0.0000000000,0.0413705371,0.1458308995,0.1843243092,0.5984004736,0.3546212316,0.0049111163,0.0000000000,0.0000000000,0.0000000000,0.2344387323,0.2494374365,0.0224864110,0.0223243609,0.1498252451,0.1613414586,0.0598911606,0.0281966161,0.2990142703,0.1978391111,0.0482728593,0.0484760925,0.1274980307,0.1199842170,0.0844477862,0.0823734477,0.0000000000,0.0000000000,0.1807150692,0.1881922632,0.1884134859,0.0437881835,0.0739410445,0.0674127266,0.1565685272,0.1706494242,0.0000000033,0.0842564330,0.1051632389,-0.0071374532,0.0431616791,0.1775224060,0.0077411225,0.1122081429,0.1774833053,0.0200819429
