Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:17:33:17.073,61,0.1626415849,0.3366725445,0.0781116858,0.0000000000,0.0000000000,0.0406112857,0.0000000000,0.1626786441,0.3370237648,0.0371764489,0.0000000000,0.0000000000,0.0406127088,0.0000000000,0.0946139768,0.0000000000,0.0136385066,0.1571542174,0.1551879495,0.3800207078,0.1822278202,0.0006087732,0.0000000000,0.0000000000,0.0000000000,0.0665200502,0.0584467314,0.0304498300,0.0314867087,0.1466725916,0.1562224627,0.0458277427,0.0458142236,0.1956135035,0.1245873794,0.0478182212,0.0497603342,0.2254936844,0.2117686719,0.0996492356,0.1033175439,0.0000000000,0.0000000000,0.1204480827,0.1200475320,0.1198438928,0.0340767168,0.0994284824,0.0992047191,0.2055131346,0.2042555958,0.0000004775,-0.0148857580,0.1044111848,0.0278829690,-0.0222301427,0.2059277147,-0.0046432116,0.0467094220,0.2058892995,0.0097513469
19:17:33:18.073,61,0.1648312211,0.3279815614,0.0764909014,0.0000000000,0.0000000000,0.0402404144,0.0000000000,0.1648856252,0.3283033967,0.0388477705,0.0000000000,0.0000000000,0.0402417481,0.0000000000,0.0927221179,0.0000000000,0.0171557907,0.1487948745,0.1479071528,0.3782262206,0.1725474596,0.0003252733,0.0000000000,0.0000000000,0.0000000000,0.1249124408,0.1185052097,0.0312995911,0.0323818140,0.1469113082,0.1566561908,0.0462471582,0.0436294749,0.2029674053,0.1469402760,0.0474352539,0.0493875630,0.2295023799,0.2156687379,0.1063518301,0.1103025302,0.0000000000,0.0000000000,0.1243051738,0.1283773333,0.1281137913,0.0324015021,0.0998828188,0.0996280685,0.2081164122,0.2068674564,0.0000000351,-0.0155140543,0.1039660126,0.0297214240,-0.0232550409,0.2006041408,-0.0047281967,0.0457902923,0.2005656064,0.0093055973
19:17:33:19.073,61,0.1658382267,0.3250866830,0.0756004751,0.0000000000,0.0000000000,0.0399375558,0.0000000000,0.1659045368,0.3253948092,0.0396079123,0.0000000000,0.0000000000,0.0399387926,0.0000000000,0.0914659351,0.0000000000,0.0189607218,0.1305442750,0.1429167241,0.3768021166,0.1662603617,0.0000000000,0.0000997055,0.0000000000,0.0000000000,0.1426374614,0.1334819347,0.0318428650,0.0329638906,0.1472119838,0.1576088518,0.0513043217,0.0405518413,0.2519135475,0.1776534766,0.0471093841,0.0490802266,0.1994023770,0.1897513419,0.1094139293,0.1136354730,0.0000000000,0.0000000000,0.1260309070,0.1319251955,0.1316305250,0.0312885977,0.0984659865,0.0986078158,0.2094789296,0.2083956748,0.0000000067,-0.0152737861,0.0992433429,0.0318326689,-0.0237186011,0.1988290697,-0.0047786068,0.0452734530,0.1987905651,0.0091170268
19:17:33:20.073,61,0.1659713686,0.3228791654,0.0765955001,0.0000000000,0.0000000000,0.0396629237,0.0000000000,0.1660464853,0.3231995106,0.0385487005,0.0000000000,0.0000000000,0.0396640562,0.0000000000,0.0905994475,0.0000000000,0.0203789342,0.1236153468,0.1402512789,0.3732436895,0.1613784730,0.0000000000,0.0006052556,0.0000000000,0.0000000000,0.1513392776,0.1413191259,0.0322326384,0.0333837643,0.1475642473,0.1592109799,0.0572888106,0.0383857340,0.2652566433,0.1877407134,0.0467980914,0.0487874746,0.1903843731,0.1809377819,0.1110887527,0.1154893860,0.0000000000,0.0000000000,0.1268625408,0.1336578280,0.1333456635,0.0304241851,0.0971339643,0.0973458290,0.2105515301,0.2099854946,0.0000000051,-0.0143317292,0.0954131484,0.0316271186,-0.0230905283,0.1974847168,-0.0046198033,0.0458817370,0.1974462122,0.0091752857
19:17:33:21.073,61,0.1657219231,0.3231823146,0.0773908272,0.0000000000,0.0000000000,0.0393900052,0.0000000000,0.1658020616,0.3235132992,0.0378473997,0.0000000000,0.0000000000,0.0393910147,0.0000000000,0.0899235085,0.0000000000,0.0213781819,0.1196010783,0.1385089308,0.3716915846,0.1589240730,0.0000000000,0.0011111994,0.0000000000,0.0000000000,0.1561745852,0.1456046253,0.0325151533,0.0336903036,0.1480267495,0.1612278521,0.0605330244,0.0367562547,0.2721853852,0.1932208538,0.0465207696,0.0485202819,0.1848552972,0.1752940863,0.1119782478,0.1165098473,0.0000000000,0.0000000000,0.1274192184,0.1344096363,0.1340924948,0.0297593120,0.0959807262,0.0961128473,0.2110351771,0.2108220905,0.0000000043,-0.0124875270,0.0925195590,0.0304866042,-0.0226695891,0.1976745278,-0.0045400751,0.0463564061,0.1976359487,0.0092792818
19:17:33:22.073,61,0.1655656844,0.3201647103,0.0810474083,0.0000000000,0.0000000000,0.0392053761,0.0000000000,0.1656496674,0.3205425441,0.0341967344,0.0000000000,0.0000000000,0.0392062888,0.0000000000,0.0900467932,0.0000000000,0.0222365018,0.1323546618,0.1467181146,0.3823665977,0.1640818268,0.0000000000,0.0015313891,0.0000000000,0.0000000000,0.1586242467,0.1479606330,0.0328476205,0.0340293236,0.1484776884,0.1622952521,0.0622221529,0.0359830223,0.2553324997,0.1891688555,0.0462876596,0.0482872166,0.1936947852,0.1810257584,0.1125078276,0.1171200499,0.0000000000,0.0000000000,0.1278914958,0.1348667145,0.1345528066,0.0292024817,0.0957074687,0.0957213044,0.2124730200,0.2143175751,0.0000000021,-0.0097370455,0.0896401182,0.0272227768,-0.0204903577,0.1958499700,-0.0040648375,0.0485644378,0.1958113611,0.0096288174
19:17:33:23.073,61,0.1653856486,0.3099245727,0.0878982693,0.0000000000,0.0000000000,0.0390777551,0.0000000000,0.1654778570,0.3103822470,0.0273918863,0.0000000000,0.0000000000,0.0390786119,0.0000000000,0.1383654773,0.0000000000,0.0232599042,0.2327407598,0.2051020563,0.4702227414,0.2249331027,0.0000000000,0.0020014055,0.0000000000,0.0000000000,0.1638596952,0.1539061368,0.0332172289,0.0343761742,0.1507380754,0.1641262025,0.0629002452,0.0360713266,0.1971954405,0.1443380415,0.0459758379,0.0479599796,0.2930960059,0.2776289582,0.1128699109,0.1176153645,0.0000000000,0.0000000000,0.1286058724,0.1355835944,0.1352784187,0.0285889152,0.0960150287,0.0958604366,0.2124177068,0.2150363624,0.0000000199,-0.0057772584,0.0881809369,0.0232846420,-0.0164328627,0.1896276772,-0.0031538692,0.0527337007,0.1895889193,0.0101142246
19:17:33:24.074,61,0.1620128602,0.2887104154,0.0968264490,0.0000000000,0.0000000000,0.0390436053,0.0000000000,0.1621776223,0.2892518640,0.0183241107,0.0000000000,0.0000000000,0.0390444100,0.0000000000,0.1601417959,0.0000000000,0.0267989654,0.2946654260,0.2211691737,0.5286440849,0.2417139262,0.0000000000,0.0023518389,0.0000000000,0.0000000000,0.2294639200,0.2214926779,0.0335248560,0.0346387327,0.1657313257,0.1826045811,0.0630910844,0.0364927873,0.1812903285,0.1330245435,0.0454664417,0.0473800413,0.3450598419,0.3282722831,0.1139988378,0.1196009889,0.0000000000,0.0000000000,0.1290235370,0.1385947168,0.1383817494,0.0279270355,0.0957994908,0.0954282805,0.1821827441,0.1906594783,0.0000000910,-0.0006531802,0.0859527662,0.0187000763,-0.0110192727,0.1767047495,-0.0019676383,0.0582293905,0.1766657531,0.0103892675
19:17:33:25.074,61,0.1607251167,0.2709971368,0.0985561386,0.0000000000,0.0000000000,0.0391067564,0.0000000000,0.1609084308,0.2715303898,0.0167126972,0.0000000000,0.0000000000,0.0391075052,0.0000000000,0.1217992529,0.0000000000,0.0279560238,0.2427291572,0.2393137217,0.3913850188,0.2899894416,0.0000000000,0.0020796508,0.0000000000,0.0000000000,0.1713915020,0.1726258695,0.0336700901,0.0346744321,0.1657307297,0.1773695946,0.0904613584,0.0398142338,0.1746917516,0.1159148365,0.0452308580,0.0471478403,0.1956922859,0.1830939502,0.0522946306,0.0546072200,0.0000000000,0.0000000000,0.1287547946,0.1334776580,0.1333521605,0.0281603355,0.0960890129,0.0954758748,0.1434247196,0.1441251785,0.0000001079,0.0052763098,0.0806635246,0.0152210537,-0.0100690825,0.1658769995,-0.0016856884,0.0593804978,0.1658377349,0.0099326409
19:17:33:26.074,61,0.1579697579,0.2572315037,0.0998631418,0.0000000000,0.0000000000,0.0393096469,0.0000000000,0.1581796557,0.2577562630,0.0154670672,0.0000000000,0.0000000000,0.0393103473,0.0000000000,0.1142835915,0.0000000000,0.0281000137,0.2279814631,0.2442767024,0.2698444128,0.2816273868,0.0000000000,0.0021484769,0.0000000000,0.0000000000,0.1124933437,0.1015629843,0.0338989161,0.0348438546,0.1409198791,0.1485385448,0.1338908672,0.0533321425,0.1711234003,0.0938367322,0.0455031171,0.0475012101,0.1530244201,0.1433405578,0.0352334306,0.0369215049,0.0000000000,0.0000000000,0.1272281855,0.1135452911,0.1134124771,0.0395192504,0.0976812989,0.0973489881,0.1280313581,0.1301455945,0.0000001254,0.0094746593,0.0731617808,0.0137047553,-0.0093314117,0.1574612856,-0.0014815788,0.0602504387,0.1574217975,0.0095577901
19:17:33:27.074,61,0.1551032364,0.2484160066,0.1003555134,0.0000000000,0.0000000000,0.0397028178,0.0000000000,0.1553333402,0.2489307672,0.0151047315,0.0000000000,0.0000000000,0.0397034809,0.0000000000,0.1104191095,0.0000000000,0.0278886575,0.2214937061,0.2459001541,0.2395925224,0.2753779292,0.0000000000,0.0022867601,0.0000000000,0.0000000000,0.0986124575,0.0849497467,0.0340674408,0.0349562205,0.1346137375,0.1410383433,0.1465381980,0.0574395992,0.1693201959,0.0860814750,0.0457446836,0.0478228070,0.1336136460,0.1249385476,0.0266218577,0.0279822275,0.0000000000,0.0000000000,0.1263148487,0.1000423133,0.0999137536,0.0429336131,0.1001041159,0.0997763947,0.1206427217,0.1230382472,0.0000001527,0.0113025755,0.0620137341,0.0128451698,-0.0091204802,0.1520695090,-0.0013977176,0.0605983436,0.1520299315,0.0092784557
19:17:33:28.074,61,0.1536925286,0.2433584481,0.0998379439,0.0000000000,0.0000000000,0.0402423814,0.0000000000,0.1539295912,0.2438589483,0.0157974046,0.0000000000,0.0000000000,0.0402430817,0.0000000000,0.1084451154,0.0000000000,0.0263158865,0.2184341252,0.2471395284,0.2815488279,0.2746402025,0.0000000000,0.0025213677,0.0000000000,0.0000000000,0.1250793785,0.1053134575,0.0341102779,0.0349573791,0.1322241724,0.1387607604,0.1396073848,0.0595477000,0.1683243364,0.0818889514,0.0458337888,0.0479923263,0.1295347065,0.1213878468,0.0224462375,0.0236791745,0.0000000000,0.0000000000,0.1253993213,0.0905904099,0.0904889107,0.0446678922,0.1026768386,0.1025849879,0.1172954887,0.1211414114,0.0000030421,0.0112436535,0.0528100617,0.0122959996,-0.0095432121,0.1489717811,-0.0014322576,0.0603140518,0.1489320397,0.0090439720
19:17:33:29.074,61,0.1519354135,0.2357146591,0.0977476612,0.0000000000,0.0000000000,0.0410908796,0.0000000000,0.1521977186,0.2361811697,0.0177087747,0.0000000000,0.0000000000,0.0410914943,0.0000000000,0.1057906374,0.0000000000,0.0261744186,0.2169263661,0.2438354790,0.3898992538,0.2745276988,0.0000000000,0.0029495782,0.0000000000,0.0000000000,0.1349285692,0.1229501814,0.0341684520,0.0349480361,0.1373837441,0.1465370655,0.0748686045,0.0575073920,0.1681102514,0.0936980471,0.0455605090,0.0477556139,0.1943439394,0.1845112443,0.0529456623,0.0618593208,0.0000000000,0.0000000000,0.1236665696,0.0857453942,0.0856386572,0.0418837331,0.1042080671,0.1039437130,0.1195329279,0.1239149570,0.0000035138,0.0108193979,0.0494481176,0.0128510185,-0.0107052801,0.1442831904,-0.0015553694,0.0590920001,0.1442434341,0.0085780388
19:17:34:00.074,61,0.1468514502,0.2283593565,0.0981609300,0.0000000000,0.0000000000,0.0417166874,0.0000000000,0.1471481025,0.2288179994,0.0170872286,0.0000000000,0.0000000000,0.0417172797,0.0000000000,0.1067709103,0.0000000000,0.0264336988,0.2382786721,0.2431417257,0.4378021061,0.2779893279,0.0000000000,0.0030241585,0.0000000000,0.0000000000,0.1898671836,0.1809624434,0.0341229960,0.0348244831,0.1466866881,0.1562497318,0.0585168973,0.0555038974,0.1707791835,0.1086554080,0.0451060273,0.0472864956,0.2216531932,0.2091284990,0.0645682514,0.0726913586,0.0000000000,0.0000000000,0.1231497899,0.0903900489,0.0902958214,0.0387267284,0.1048193052,0.1044508666,0.1222336441,0.1270977855,0.0000036072,0.0103016896,0.0448262878,0.0126098283,-0.0103361886,0.1397845000,-0.0014542968,0.0593799353,0.1397447139,0.0083473725
19:17:34:01.074,61,0.1449767351,0.2302217782,0.0964324847,0.0000000000,0.0000000000,0.0422861576,0.0000000000,0.1452836692,0.2306665629,0.0188045595,0.0000000000,0.0000000000,0.0422867201,0.0000000000,0.1069425642,0.0000000000,0.0268261414,0.2406465709,0.2412239462,0.4586839378,0.2815322876,0.0000000000,0.0031047559,0.0000000000,0.0000000000,0.2050881684,0.1974491924,0.0339624360,0.0345867537,0.1498278230,0.1598952711,0.0523311533,0.0526153035,0.1824390888,0.1203528792,0.0446691401,0.0468154289,0.2285520881,0.2161502242,0.0703105927,0.0783002526,0.0000000000,0.0000000000,0.1227658615,0.0978184566,0.0977263227,0.0370850265,0.1049609631,0.1044812351,0.1296783984,0.1346247345,0.0000035732,0.0110382987,0.0413597450,0.0121544823,-0.0113732005,0.1409153789,-0.0016133157,0.0583250076,0.1408756077,0.0082664862
19:17:34:02.075,61,0.1425851285,0.2327287048,0.0963856056,0.0000000000,0.0000000000,0.0428668596,0.0000000000,0.1428764760,0.2331770808,0.0188114457,0.0000000000,0.0000000000,0.0428673849,0.0000000000,0.1071340516,0.0000000000,0.0272301771,0.1897081733,0.2226577997,0.4600996673,0.2823932767,0.0000000000,0.0029877312,0.0000000000,0.0000000000,0.2282460034,0.2292645723,0.0336157084,0.0341572389,0.1517852843,0.1632091105,0.0685974956,0.0489646606,0.2450846136,0.1568297148,0.0444716401,0.0465808958,0.1687798202,0.1586001515,0.0730975866,0.0809070766,0.0000000000,0.0000000000,0.1223851815,0.1047960445,0.1046771705,0.0362632610,0.1047563404,0.1041191667,0.1428638548,0.1473730057,0.0000006147,0.0109444335,0.0410496369,0.0125024151,-0.0113748768,0.1424490660,-0.0016313536,0.0582839437,0.1424093246,0.0083518224
19:17:34:03.075,61,0.1404457390,0.2369818389,0.0960216373,0.0000000000,0.0000000000,0.0433000103,0.0000000000,0.1406815797,0.2374332398,0.0191783570,0.0000000000,0.0000000000,0.0433004946,0.0000000000,0.1069870815,0.0000000000,0.0274191853,0.1528230757,0.1762533337,0.4542321563,0.2809758186,0.0000000000,0.0029679618,0.0000000000,0.0000000000,0.2661181688,0.2663451135,0.0330324285,0.0333756879,0.1527897567,0.1648865640,0.0764850229,0.0441023521,0.2956248820,0.1878553182,0.0445923097,0.0466720574,0.1362421066,0.1280563474,0.0742614269,0.0817234442,0.0000000000,0.0000000000,0.1222721785,0.1077171192,0.1075823531,0.0361018740,0.1023652554,0.1012396887,0.1546474546,0.1592180878,0.0000001273,0.0108581204,0.0402975343,0.0134232407,-0.0115923770,0.1450495422,-0.0016933219,0.0580420457,0.1450098753,0.0084712040
19:17:34:04.075,61,0.1395141631,0.2418439835,0.0940292105,0.0000000000,0.0000000000,0.0435371511,0.0000000000,0.1397251338,0.2422825992,0.0211634152,0.0000000000,0.0000000000,0.0435376689,0.0000000000,0.1066961661,0.0000000000,0.0269661434,0.1401975006,0.1638614088,0.4536862671,0.3157918751,0.0000000000,0.0025736864,0.0000000000,0.0000000000,0.2779950202,0.2788341641,0.0321160182,0.0322501548,0.1526612192,0.1651875824,0.0801113918,0.0420416258,0.3136163652,0.1990226060,0.0452083983,0.0471685566,0.1204376593,0.1125851646,0.0725391954,0.0760381743,0.0000000000,0.0000000000,0.1215634197,0.1094192043,0.1092843786,0.0386061370,0.0999959037,0.0992754996,0.1702906340,0.1756904125,0.0000000773,0.0097053694,0.0435486995,0.0152142346,-0.0127866557,0.1480141878,-0.0019064957,0.0568128228,0.1479745805,0.0084640002
19:17:34:05.075,61,0.1388046890,0.2504645586,0.0920903981,0.0000000000,0.0000000000,0.0432507545,0.0000000000,0.1389940530,0.2508949637,0.0233224519,0.0000000000,0.0000000000,0.0432514697,0.0000000000,0.1068270355,0.0000000000,0.0218187366,0.1525081992,0.1784309000,0.3966325223,0.4303742945,0.0000000000,0.0010252234,0.0000000000,0.0000000000,0.3187136948,0.3377338648,0.0302866977,0.0302693304,0.1381521970,0.1494045854,0.0822533220,0.0408950485,0.3055438995,0.1786263734,0.0458367802,0.0476769544,0.1035665199,0.0980606228,0.0548064969,0.0531780906,0.0000000000,0.0000000000,0.1187387034,0.1099836603,0.1098567769,0.0606445223,0.0938528255,0.0941900238,0.1753552556,0.1809215695,0.0000003977,0.0074027455,0.0512167811,0.0182415023,-0.0140798669,0.1532783359,-0.0021751248,0.0555969924,0.1532387435,0.0085822996
19:17:34:06.075,61,0.1383547485,0.2549799085,0.0893533006,0.0000000000,0.0000000000,0.0427591167,0.0000000000,0.1385235786,0.2553866208,0.0262268744,0.0000000000,0.0000000000,0.0427602269,0.0000000000,0.1055041477,0.0000000000,0.0164349340,0.1646087319,0.1908332258,0.3398779929,0.5861299634,0.0064025209,0.0000000000,0.0000000000,0.0000000000,0.2557568848,0.2806711495,0.0282942187,0.0280002616,0.1092997566,0.1075004861,0.0835405588,0.0405208394,0.2497878373,0.1258721054,0.0465255789,0.0482616723,0.0857685730,0.0840127468,0.0421200767,0.0406191535,0.0000000000,0.0000000000,0.1157741323,0.1098766252,0.1097690985,0.1331881434,0.0915686190,0.0922407135,0.1565337330,0.1613864452,0.0000039256,0.0059199976,0.0609003007,0.0210887436,-0.0158265047,0.1560265124,-0.0024894807,0.0539214052,0.1559869200,0.0084756128
19:17:34:07.075,61,0.1380645037,0.2586485147,0.0831717998,0.0000000000,0.0000000000,0.0421629287,0.0000000000,0.1382172555,0.2589913309,0.0326243788,0.0000000000,0.0000000000,0.0421643443,0.0000000000,0.1046990976,0.0000000000,0.0138607332,0.1942413151,0.2342935503,0.3213786781,0.6600438952,0.0089297751,0.0000000000,0.0000000000,0.0000000000,0.2476993650,0.2740125954,0.0267067682,0.0262519605,0.1002337784,0.0955150947,0.0842181891,0.0407765806,0.2281491756,0.1098912358,0.0470797159,0.0487034060,0.0786794946,0.0783888176,0.0342620574,0.0329473838,0.0000000000,0.0000000000,0.1133743897,0.1099729687,0.1098893657,0.1537510306,0.0897700340,0.0903909728,0.1434565485,0.1482937038,0.0000093276,0.0044624838,0.0683693066,0.0231234189,-0.0196801759,0.1582397372,-0.0031402283,0.0501733795,0.1582001746,0.0080007948
19:17:34:08.075,61,0.1377550513,0.2633522749,0.0810848325,0.0000000000,0.0000000000,0.0413467921,0.0000000000,0.1378936470,0.2636764348,0.0347415879,0.0000000000,0.0000000000,0.0413491018,0.0000000000,0.1041121557,0.0000000000,0.0123991128,0.2031117678,0.2465233654,0.4070619345,0.6088595986,0.0136128860,0.0000000000,0.0000000000,0.0000000000,0.2431793958,0.2699820995,0.0257367212,0.0251906905,0.0979915261,0.0960072950,0.0838892236,0.0408704318,0.2189298421,0.1022863537,0.0472209714,0.0487265997,0.0769881904,0.0768035725,0.0310391970,0.0296599455,0.0000000000,0.0000000000,0.1126632616,0.1199867278,0.1200602278,0.1055064946,0.0881796703,0.0885236189,0.1407130361,0.1452744156,0.0000117586,0.0025936931,0.0742094889,0.0252441298,-0.0209476873,0.1611064225,-0.0034040497,0.0488918312,0.1610669047,0.0079403361
19:17:34:09.076,61,0.1372509301,0.2637126446,0.0815714970,0.0000000000,0.0000000000,0.0407480784,0.0000000000,0.1373777688,0.2640427351,0.0342140533,0.0000000000,0.0000000000,0.0407508388,0.0000000000,0.0804447308,0.0000000000,0.0118236588,0.1476689130,0.1869461089,0.5740943551,0.4343782067,0.0154412556,0.0000000000,0.0000000000,0.0000000000,0.2306575030,0.2499095500,0.0252588131,0.0246376991,0.1176098436,0.1231295839,0.0783639178,0.0405434035,0.2791754305,0.1677740812,0.0476598367,0.0490970351,0.0956451297,0.0893706679,0.0494102612,0.0468395054,0.0000000000,0.0000000000,0.1135630086,0.1285981089,0.1286501437,0.0890068561,0.0872361958,0.0874513686,0.1482666135,0.1509859115,0.0000114873,0.0015322019,0.0787414238,0.0266116653,-0.0206288565,0.1613291502,-0.0033569622,0.0491835065,0.1612896323,0.0079989051
19:17:34:10.076,61,0.1359689236,0.2628886402,0.0836735219,0.0000000000,0.0000000000,0.0402049497,0.0000000000,0.1360589117,0.2632417381,0.0319970287,0.0000000000,0.0000000000,0.0402078368,0.0000000000,0.0717639029,0.0000000000,0.0117909396,0.1229768172,0.1587975770,0.5745154023,0.2902624905,0.0146220317,0.0000000000,0.0000000000,0.0000000000,0.1657805741,0.1714881808,0.0252418760,0.0245904848,0.1230041906,0.1302589476,0.0764499158,0.0398682021,0.2985581160,0.1902374625,0.0511121787,0.0527375452,0.1053677946,0.0988112241,0.0638790652,0.0647859201,0.0000000000,0.0000000000,0.1147445366,0.1344377100,0.1344640702,0.0768121332,0.0884997547,0.0882652849,0.1947672367,0.1973905712,0.0000079649,0.0011749171,0.0778764561,0.0291119944,-0.0192936733,0.1608354449,-0.0031299386,0.0504550263,0.1607959270,0.0081799617
19:17:34:11.076,61,0.1338468641,0.2607111037,0.0861952677,0.0000000000,0.0000000000,0.0399150997,0.0000000000,0.1339216232,0.2610909343,0.0293352325,0.0000000000,0.0000000000,0.0399179310,0.0000000000,0.0676282942,0.0000000000,0.0121306935,0.1122551337,0.1449075639,0.5182164907,0.2370537668,0.0122251008,0.0000000000,0.0000000000,0.0000000000,0.1481058747,0.1493478864,0.0254648440,0.0248253569,0.1277392209,0.1348940581,0.0753183886,0.0386674218,0.3074367344,0.2013057768,0.0529578216,0.0550284125,0.1154921427,0.1075338870,0.0715746284,0.0738551691,0.0000000000,0.0000000000,0.1172992215,0.1376412660,0.1376496255,0.0621343702,0.0911333412,0.0902028233,0.2056272775,0.2091187090,0.0000025900,0.0020590941,0.0721054003,0.0296283588,-0.0176924169,0.1595165879,-0.0028462615,0.0519867577,0.1594766676,0.0083577204
19:17:34:12.076,61,0.1309422851,0.2574194968,0.0948093235,0.0000000000,0.0000000000,0.0395633355,0.0000000000,0.1310421377,0.2578900158,0.0205692966,0.0000000000,0.0000000000,0.0395660661,0.0000000000,0.0653271377,0.0000000000,0.0126935132,0.1065207049,0.1380877644,0.5135573745,0.2220065594,0.0098026488,0.0000000000,0.0000000000,0.0000000000,0.1496147364,0.1410427988,0.0256992541,0.0250825025,0.1300991774,0.1374873072,0.0746722445,0.0375164449,0.3135862947,0.2084505707,0.0549639463,0.0573514998,0.1190942824,0.1107472479,0.0750451237,0.0779779553,0.0000000000,0.0000000000,0.1185296327,0.1391080916,0.1391076446,0.0569292009,0.0922364220,0.0911056548,0.1972227544,0.2077556401,0.0000001671,0.0070819762,0.0624607876,0.0279306248,-0.0124094673,0.1575482935,-0.0019713750,0.0572003722,0.1575083733,0.0090795867
19:17:34:13.076,61,0.1221050546,0.2482712567,0.1107198671,0.0000000000,0.0000000000,0.0393566899,0.0000000000,0.1222310215,0.2488959730,0.0043942421,0.0000000000,0.0000000000,0.0393592678,0.0000000000,0.0639935136,0.0000000000,0.0150625743,0.1035498381,0.1345648468,0.5596798062,0.2627148330,0.0086166868,0.0000000000,0.0000000000,0.0000000000,0.1914526373,0.1902693659,0.0258125588,0.0251970533,0.1316194534,0.1392638236,0.0741100162,0.0362944044,0.3466245532,0.2369795740,0.0561021268,0.0585868396,0.1188934520,0.1109536663,0.0770043731,0.0802542418,0.0000000000,0.0000000000,0.1191284582,0.1374435276,0.1374379843,0.0541411713,0.0924258158,0.0910521671,0.1873059720,0.1984958947,0.0000001139,0.0170783624,0.0531253964,0.0212128684,-0.0026533233,0.1520424485,-0.0004065549,0.0668574274,0.1520025283,0.0102335084
19:17:34:14.076,61,0.1053525433,0.2362258583,0.1386552751,0.0000000000,0.0000000000,0.0391551517,0.0000000000,0.1054337993,0.2371046841,0.0000000000,0.0238405988,0.0000000000,0.0391575061,0.0000000000,0.0633198321,0.0000000000,0.0215215050,0.1021673456,0.1329596192,0.5707286000,0.2708190084,0.0078361630,0.0000000000,0.0000000000,0.0000000000,0.2068288773,0.2155496478,0.0258002859,0.0251711458,0.1326900721,0.1417558044,0.0735444948,0.0354023688,0.3487436175,0.2433005869,0.0565736108,0.0590387769,0.1186164394,0.1107316464,0.0778388232,0.0811996982,0.0000000000,0.0000000000,0.1196037233,0.1371180862,0.1371109933,0.0525977239,0.0898418799,0.0851186216,0.1606820375,0.1716267169,0.0000001140,0.0313065983,0.0463483781,0.0094816834,0.0144108916,0.1448541731,0.0021021259,0.0838172957,0.1448141336,0.0122085810
19:17:34:15.076,61,0.0924079344,0.2320540249,0.1661246717,0.0000000000,0.0000000000,0.0388272963,0.0000000000,0.0924708396,0.2331898808,0.0000000000,0.0514531359,0.0000000000,0.0388293006,0.0000000000,0.0628402159,0.0000000000,0.0290392358,0.1018788144,0.1337452978,0.5763794780,0.2750966847,0.0072198925,0.0000000000,0.0000000000,0.0000000000,0.2132527083,0.2251046598,0.0257803891,0.0251326393,0.1335272789,0.1447027922,0.0725579932,0.0346835032,0.2992231548,0.2079545110,0.0565520003,0.0589121804,0.1188759282,0.1109962389,0.0780937746,0.0814699158,0.0000000000,0.0000000000,0.1202707663,0.1400573105,0.1400759965,0.0515582599,0.0867205560,0.0795609206,0.1510931402,0.1624755263,0.0000000927,0.0506188460,0.0417621769,-0.0037761289,0.0311124828,0.1425170600,0.0044635758,0.1004584506,0.1424769461,0.0143854385
19:17:34:16.076,61,0.0847262219,0.2198425978,0.1841322482,0.0000000000,0.0000000000,0.0384681933,0.0000000000,0.0848177895,0.2210909128,0.0000000000,0.0697982311,0.0000000000,0.0384698436,0.0000000000,0.0625115931,0.0000000000,0.0321616642,0.1103532761,0.1392937303,0.4881759286,0.2765460908,0.0063518435,0.0000000000,0.0000000000,0.0000000000,0.1866367757,0.1831455529,0.0258549713,0.0252187829,0.1340803653,0.1460924447,0.0709758103,0.0341266692,0.2418011874,0.1723295748,0.0554194115,0.0570729896,0.1260817349,0.1175084636,0.0778372511,0.0813201666,0.0000000000,0.0000000000,0.1205702350,0.1404454559,0.1404705048,0.0500503816,0.0852753073,0.0772735178,0.1340635717,0.1475807577,0.0000000258,0.0689829588,0.0402677320,-0.0162554644,0.0422488227,0.1351781189,0.0057443865,0.1114629954,0.1351378858,0.0151227294
